name,developers,publishers,appid,type,price,positive-ratings,negative-ratings,release-date,genres,tags,platforms
Experience & SP x2 - Miden Tower,['Exe Create Inc.'],['KEMCO'],1283162,dlc,$4.99,0,0,"Apr 29, 2020","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",,['windows']
Damage x2 - Miden Tower,['Exe Create Inc.'],['KEMCO'],1283163,dlc,$4.99,0,0,"Apr 29, 2020","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",,['windows']
No Skill Cost - Miden Tower,['Exe Create Inc.'],['KEMCO'],1283164,dlc,$3.99,0,0,"Apr 29, 2020","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",,['windows']
ROBALL,['White Hole'],['White Hole'],1283180,game,$0.99,5,4,"Feb 3, 2021","['Action', 'Indie', 'Massively Multiplayer']","Indie, Action, Massively Multiplayer, Beautiful, Fast-Paced, Shooter, Family Friendly, Replay Value, Singleplayer, Atmospheric, Local Multiplayer, Team-Based, Multiplayer, Online Co-Op, Local Co-Op, Survival, Early Access, Cartoony, War, Funny",['windows']
Neighbours back From Hell,['Farbworks'],['HandyGames'],1283190,game,$14.99,4085,236,"Oct 8, 2020","['Adventure', 'Casual', 'Strategy']","Point & Click, Puzzle, Stealth, Singleplayer, Comedy, Adventure, Funny, Casual, 2.5D, Side Scroller, Old School, Colorful, Linear, Retro, Cartoony, Comic Book, Cartoon, Strategy, Parody , Dark Humor",['windows']
Fight Of Animals - Long Man Costume/Slender Cat,['Digital Crafter'],['Digital Crafter'],1283200,dlc,$1.99,0,0,"Apr 23, 2020","['Action', 'Casual', 'Indie', 'Sports']",,['windows']
Tropico 6 - Lobbyistico,['Limbic Entertainment'],['Kalypso Media'],1282350,dlc,$9.99,0,0,"Jul 9, 2020","['Simulation', 'Strategy']",,"['windows', 'mac', 'linux']"
Escape From Island,['ANP Production'],['Node Collective LLC'],1282360,game,$1.99,3,0,"Sep 25, 2024","['Adventure', 'Indie']","Adventure, Puzzle, Platformer, Walking Simulator, Hidden Object, 3D, Dark, Nature, Mystery, Indie, Horror, Open World, Singleplayer",['windows']
GraFi Easter,['Blender Games'],['Blender Games'],1282370,game,$0.55,11,1,"Apr 16, 2020","['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']","Puzzle, Family Friendly, Side Scroller, Physics, Singleplayer, 2D, Stylized, Casual, Colorful, Abstract, Simulation, Indie, Cute, Old School, Retro, Relaxing, Short, Replay Value, Adventure, Fast-Paced",['windows']
Come Bye: A Sheepdog Simulator,['Trevor Coleman'],['Dunbar'],1282380,game,$0.00,0,0,Coming Soon,"['Action', 'Casual', 'Indie', 'Simulation']",,"['windows', 'mac']"
Hard West 2,['Ice Code Games'],['Good Shepherd Entertainment'],1282410,game,$29.99,2279,501,"Aug 4, 2022","['Action', 'RPG', 'Strategy']","Turn-Based Strategy, Western, Turn-Based Tactics, RPG, Strategy, Isometric, Turn-Based, Tactical RPG, Tactical, Turn-Based Combat, Story Rich, Singleplayer, Supernatural, Action, Top-Down, Horror, Grid-Based Movement, Demons, Dark Fantasy, Combat",['windows']
三生之树3ZENTREE - 3D NODE BASED INFORMATION SYSTEM,['1kvoid soft'],['1kvoid soft'],1282440,game,$0.00,0,0,Coming Soon,['Utilities'],,['windows']
Red Ronin Soundtrack,"['Thiago Oliveira', 'Wired Dreams Studio']",,1282450,music,$1.99,0,0,"Mar 17, 2021",[],,"['windows', 'mac', 'linux']"
Prisme 7,"['Bright', 'Game in Society']",['Centre Pompidou'],1282500,game,$0.00,15,5,"Apr 23, 2020","['Adventure', 'Casual', 'Indie']","Indie, Casual, Adventure, Exploration, Beautiful, Free to Play",['windows']
Cards & Crystals,['Falko Michael Kötter'],['Falko Michael Kötter'],1282510,game,$11.99,15,0,"May 25, 2020","['Indie', 'RPG', 'Strategy']","Strategy, RPG, Indie, Card Game, Match 3, Puzzle, Pixel Graphics, Singleplayer, Card Battler, Mouse only, Trading Card Game, Replay Value, Fantasy",['windows']
Little Nightmares II Digital Content Bundle,['Tarsier Studios'],['BANDAI NAMCO Entertainment'],1282531,dlc,$9.99,0,0,"Feb 10, 2021",['Adventure'],,['windows']
Tales of Kongfu,['Colddagger'],['YWY'],1282540,game,$0.99,1,1,"Jul 16, 2020","['Indie', 'Strategy']","Strategy, Indie, Deckbuilding, Card Battler, Singleplayer",['windows']
Project Hospital - Hospital Services,['Oxymoron Games'],['Oxymoron Games'],1282550,dlc,$7.99,0,0,"Apr 24, 2020","['Indie', 'Simulation', 'Strategy']",,"['windows', 'mac', 'linux']"
Hunter of the Disowned,['Indie Knight SpA'],['Indie Knight SpA'],1282580,game,$5.99,1,0,"Jul 17, 2020","['Indie', 'Early Access']","Indie, Early Access, Pixel Graphics, Procedural Generation, Action Roguelike, Top-Down",['windows']
Train Sim World® 2,['Dovetail Games'],['Dovetail Games - TSW'],1282590,game,$19.99,6643,1511,"Aug 20, 2020",['Simulation'],"Simulation, Trains, Realistic, Driving, Singleplayer, Transportation, First-Person, Relaxing, Family Friendly, Immersive Sim, Physics, Atmospheric, Automobile Sim, Open World, Adventure, Multiplayer, Difficult, VR, Co-op, Nudity",['windows']
BitBattle,['JoLu Games'],['JoLu Games'],1282610,game,$1.99,27,2,"Mar 7, 2021","['Action', 'Casual', 'Indie']","Action, Multiplayer, Indie, Platformer, 2D Platformer, 2D, Shooter, Arena Shooter, Retro, Pixel Graphics, Casual, Precision Platformer, Colorful, Funny, Atmospheric, Dark, War, Tactical, Destruction, Side Scroller",['windows']
3x64 - Retro Minigame,['Lightning Soft'],,1282620,dlc,$0.00,0,0,"Oct 14, 2020","['Casual', 'Indie']",,"['windows', 'linux']"
YouCanDoIt?,['Zio'],['Zio'],1282630,game,$3.99,0,1,"Oct 14, 2020",['Casual'],"Casual, 2D, Difficult, Indie, Clicker, 2D Platformer, Cute, Pixel Graphics, Funny, Time Manipulation, Singleplayer",['windows']
Red Ronin Demo,['Thiago Oliveira'],['Wired Dreams Studio'],1282640,demo,$0.00,0,0,"May 15, 2020","['Indie', 'Strategy']",,['windows']
180 Files: The Aegis Project,['Choice of Games'],['Choice of Games'],1282650,game,$3.95,32,2,"Jul 9, 2020","['Adventure', 'Casual', 'Indie', 'RPG']","Adventure, Casual, RPG, Indie, Interactive Fiction, Text-Based, Choices Matter, LGBTQ+, Story Rich, 2D, Romance, Singleplayer, Female Protagonist, Choose Your Own Adventure, Visual Novel","['windows', 'mac', 'linux']"
180 Files: The Aegis Project Demo,['Choice of Games'],['Choice of Games'],1282660,demo,$0.00,0,0,"Jul 7, 2020","['Adventure', 'Casual', 'Indie', 'RPG']",,"['windows', 'mac', 'linux']"
The Most Beautiful Room in the World,['Andres Montenegro'],['Pinichanchi Animation'],1282670,game,$0.00,0,0,"Nov 15, 2023","['Animation & Modeling', 'Design & Illustration', 'Education', 'Game Development']",,['windows']
To the Edge of the Sky: Premium - Book 01,['Ajané J.K. Célestin'],,1282680,dlc,$13.99,0,0,"May 29, 2020","['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",,"['windows', 'mac', 'linux']"
To the Edge of the Sky: Through His Eyes - Four,['Ajané J.K. Célestin'],,1282681,dlc,$2.99,0,0,"May 29, 2020","['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",,"['windows', 'mac', 'linux']"
Woodsalt,['Team Woodsalt'],['Team Woodsalt'],1282700,game,$24.99,4,1,"Jan 25, 2021","['Adventure', 'Casual', 'Indie', 'RPG']","Interactive Fiction, RPG, Multiple Endings, Sci-fi, Choose Your Own Adventure, Third Person, Cartoony, Visual Novel, Casual, Narration, Singleplayer, Anime, Dark, 3D, Choices Matter, Conversation, Adventure, JRPG, Mystery, Indie","['windows', 'mac']"
Sakura Stars,['Super16bits'],['Super16bits'],1282710,game,$3.99,7,1,"May 21, 2020","['Action', 'Indie']","Arcade, Retro, Bullet Hell, Shoot 'Em Up, Cute, Female Protagonist, 2D, Colorful, Fantasy, Top-Down Shooter, Difficult, Singleplayer, Action, Indie, Anime, Side Scroller, Hero Shooter, Remake, Score Attack, Adventure","['windows', 'linux']"
Swords of Time,['Hannes Beimel'],['Hannes Beimel'],1282720,game,$11.99,0,0,"Dec 4, 2020","['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",,['windows']
Loop Hero,['Four Quarters'],['Devolver Digital'],1282730,game,CDN$ 19.49,32155,2433,"4 Mar, 2021","['Indie', 'RPG', 'Strategy']","Tactical, Rogue-like, Deckbuilding, Pixel Graphics, Rogue-lite, Choices Matter, Indie, Resource Management, Card Game, Strategy RPG, 2D, Dark Fantasy, Old School, Story Rich, Fantasy, Time Management, RPG, Turn-Based Tactics, Minimalist, Adventure","['windows', 'mac', 'linux']"
CNDL,['Lazy Morning Games'],['Lazy Morning Games'],1282740,game,$0.00,8,3,"Apr 22, 2020","['Animation & Modeling', 'Design & Illustration', 'Utilities']","Design & Illustration, Utilities, Animation & Modeling, Software, Game Development",['windows']
Dark Man Soundtrack,['FK Game Studio'],['FK Game Studio'],1282750,music,$0.99,0,0,"Dec 15, 2020",[],,"['windows', 'mac', 'linux']"
Mad Streets,['Craftshop Arts Inc.'],['Craftshop Arts Inc.'],1282760,game,$14.99,192,36,"Mar 14, 2022","['Action', 'Casual', 'Indie']","Party, Stylized, Funny, Online Co-Op, Physics, Local Multiplayer, Action, Fighting, Party Game, Casual, Local Co-Op, Co-op, Colorful, 3D Fighter, Singleplayer, PvP, Martial Arts, Multiplayer, Beat 'em up, Battle Royale",['windows']
Virtual Presenter Pro,['Anxious Software Inc'],['Anxious Software Inc'],1282770,game,$14.99,0,2,"May 22, 2020","['Indie', 'Simulation', 'Early Access']","Indie, Casual, Early Access, Simulation, VR, Software Training, First-Person",['windows']
Frogsong,"['Frogteam Games', 'Bee Braun']",['Frogteam Games'],1281860,game,$14.99,221,8,"Jun 10, 2023","['Action', 'Adventure', 'Indie', 'RPG']","Exploration, Action RPG, Action-Adventure, RPG, Cute, Top-Down, Funny, LGBTQ+, Controller, Linear, Story Rich, 2D, Action, Cartoony, Colorful, Hand-drawn, Family Friendly, Fantasy, Atmospheric, Emotional","['windows', 'mac']"
Need for Speed™ Heat - McLaren F1 Black Market Delivery,['Ghost Games'],['Electronic Arts'],1281880,dlc,$4.99,0,0,"Jun 4, 2020",['Racing'],,['windows']
Need for Speed™ Heat - Keys to the Map,['Ghost Games'],['Electronic Arts'],1281881,dlc,$4.99,0,0,"Jun 4, 2020",['Racing'],,['windows']
Defective Holiday,['Kim Laughton'],['Kim Laughton'],1281890,game,$0.00,31,11,"May 1, 2020",['Indie'],"Indie, Relaxing, Short, First-Person, Casual, Walking Simulator, Linear, Surreal",['windows']
Iron Reckoning,['RobProductions'],['RobProductions'],1281920,game,$14.99,3,1,"Nov 5, 2020","['Action', 'Adventure', 'Indie', 'RPG']","Action, Adventure, RPG, Indie, Action-Adventure, Character Action Game, Hack and Slash, Third Person, Combat, Linear, Story Rich, Fantasy, Singleplayer, Exploration, Female Protagonist, Lore-Rich, Realistic, Mystery, Magic, Sci-fi","['windows', 'mac', 'linux']"
tModLoader,['TML Team'],"['Re-Logic', 'TML Team']",1281930,mod,$0.00,0,0,"May 16, 2020","['Action', 'Adventure', 'Indie', 'RPG', 'Free To Play']",,"['windows', 'mac', 'linux']"
Pixel Fight - Trump Package,['pixelbyte.games'],['pixelbyte.games'],1281960,dlc,$0.99,0,0,"Apr 1, 2020","['Action', 'Adventure', 'Casual', 'Free To Play', 'Indie']",,['windows']
Catovania,['Fatnicko'],['Fatnicko'],1281980,game,$0.99,1,2,"Jun 3, 2020",['Indie'],"Indie, Platformer, 2D, Retro, Pixel Graphics, Early Access",['windows']
CoronaFighter,"['Aaron W. Calhoun', 'Noah W. Calhoun']",['Self'],1281990,game,$0.00,11,1,"May 28, 2020",['Action'],"Action, Top-Down Shooter, Shooter, 2D, Shoot 'Em Up",['windows']
Saint Lary's Hospital - Ay Corona!,['Self Developed'],['Self Published'],1282000,game,$4.99,0,0,"Apr 28, 2020","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access']",,['windows']
"The Narrator is a DICK : Longer, Harder, and Uncut Soundtrack",['Adam DeLease'],['Adam DeLease'],1282030,music,$0.99,0,0,"Apr 20, 2020",[],,"['windows', 'mac', 'linux']"
Apocalypse Survivor,['PlayPath experiences'],['PlayPath experiences'],1282040,game,$1.99,1,1,"May 16, 2020","['Action', 'Adventure', 'Indie', 'Strategy']","Action, Indie, Strategy, Adventure, RPG, Violent, FPS, Shooter",['windows']
Rust Raiders,['Overlord Game Studio'],['Overlord Game Studio'],1282060,game,$4.99,1,0,"Dec 20, 2021","['Casual', 'Strategy', 'Early Access']","Casual, Strategy, Card Game, Rogue-like, Card Battler, Trading Card Game, Rogue-lite, 2D, Colorful, Naval, Sailing, Pirates, Robots, Turn-Based Combat, Deckbuilding, Turn-Based Tactics, Singleplayer, Early Access",['windows']
Chang'an: The capital of Tang Dynasty,['Romulus'],['Romulus'],1282080,game,$9.99,42,17,"May 13, 2021","['Indie', 'Simulation', 'Strategy']","Simulation, Strategy, City Builder, Indie, Building, Base-Building, Farming Sim, Sandbox, Management, 4X, Resource Management, Open World, Singleplayer, Realistic, 3D Platformer, Colony Sim, 3D, PvE",['windows']
Tree Simulator 2021,['Revmatek'],['Revmatek'],1282090,game,$3.99,107,8,"May 22, 2020","['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']","Casual, Indie, Simulation, Action, Adventure, Psychological Horror",['windows']
REMNANT II®,['Gunfire Games'],['Arc Games'],1282100,game,$19.99,49907,9994,"Jul 25, 2023","['Action', 'Adventure', 'RPG']","Souls-like, Co-op, Action, Adventure, Third-Person Shooter, RPG, Shooter, Dark, Action-Adventure, Online Co-Op, Post-apocalyptic, Multiplayer, Combat, Third Person, Horror, Atmospheric, PvE, Singleplayer, Controller, Looter Shooter",['windows']
Escape Initiative,['Jim Bame'],['Jim Bame'],1282110,game,$0.00,18,2,"Jun 12, 2020","['Action', 'Indie']","Precision Platformer, Minimalist, Difficult, Platformer, Character Customization, 2D, Side Scroller, Action, 2D Platformer, Sci-fi, Singleplayer, Indie, Pixel Graphics, Retro, Text-Based, Shooter, Board Game",['windows']
A Rabbit and the Mystic Fog,"['Christoph Meister', 'Matthias Joost']","['Christoph Meister', 'Matthias Joost']",1282120,game,$1.99,1,2,"Sep 15, 2020","['Adventure', 'Indie']","VR, Interactive Fiction, Adventure, Narration, Exploration, Singleplayer, Indie, Investigation, Cute, Nature",['windows']
Fires At Midnight,['Persona Theory Games'],['Persona Theory Games'],1282140,game,$11.99,26,2,"Jul 9, 2020","['Adventure', 'Casual', 'Indie']","Casual, Visual Novel, Point & Click, Multiple Endings, Story Rich, Adventure, Singleplayer, Indie, Nudity, Gore, Violent, Sexual Content, Choose Your Own Adventure, Cinematic, Choices Matter, Music","['windows', 'mac']"
SpongeBob SquarePants: The Cosmic Shake,['Purple Lamp'],['THQ Nordic'],1282150,game,$39.99,3413,280,"Jan 31, 2023",['Action'],"3D Platformer, Family Friendly, Platformer, Action, Comedy, Singleplayer, Controller, Action-Adventure, Colorful, Third Person, Funny, Cartoon, Adventure, Story Rich, Open World, Great Soundtrack, Collectathon, Multiplayer, Cute, Memes",['windows']
Ato Soundtrack,['Tiny Warrior Games'],,1282160,music,$9.99,0,0,"May 8, 2020",[],,"['windows', 'mac', 'linux']"
Drawing Machine,['Arational Entertainment'],['Arational Entertainment'],1282180,game,$2.99,1,1,"Jun 1, 2020","['Animation & Modeling', 'Design & Illustration', 'Utilities', 'Video Production', 'Web Publishing', 'Game Development']","2D, Game Development, Retro, Design & Illustration, Utilities, Video Production, Animation & Modeling, Web Publishing, Indie","['windows', 'mac']"
Need for Speed™ Rivals Timesaver Pack,['Criterion Games'],['Electronic Arts'],1282190,dlc,$9.99,0,0,"Jun 4, 2020",['Racing'],,['windows']
DEEMO -Reborn-,['Rayark International Limited'],['Rayark International Limited'],1282210,game,$24.99,2823,418,"Sep 3, 2020","['Action', 'Adventure']","Rhythm, Adventure, Music, Puzzle, Beautiful, 3D, Puzzle-Platformer, Third Person, Cinematic, Immersive Sim, Action, Female Protagonist, Surreal, Detective, Singleplayer, Atmospheric, Fantasy, RPG, VR, Anime",['windows']
Scooty Shooty,['Aaron McCausland'],['MightyEnigma Productions'],1282220,game,$0.00,0,0,Coming Soon,"['Action', 'Casual']",,['windows']
泡泡三国,['Purple Dragon Games'],['Purple Dragon Games'],1282240,game,$0.99,3,7,"Apr 23, 2020","['Casual', 'Indie']","Casual, Indie, Strategy, RPG, Massively Multiplayer",['windows']
Fight of Animals - Special Force Costume/Tricky Fox,['Digital Crafter'],['Digital Crafter'],1282250,dlc,$1.99,0,0,"Apr 23, 2020","['Action', 'Casual', 'Indie', 'Sports']",,['windows']
Mon Amour Soundtrack,['Onion Games'],['Onion Games'],1282260,music,$4.99,0,0,"Jan 27, 2022",[],,"['windows', 'mac', 'linux']"
Rhythm Fighter demo,['echo games'],['Coconut Island Games'],1282310,demo,$0.00,0,0,"Apr 28, 2020",[],,"['windows', 'mac']"
Stilstand,['Niila Games'],['Niila Games'],1282320,game,$3.99,68,3,"Aug 27, 2020","['Casual', 'Indie']","Casual, Indie, Hand-drawn, Point & Click, Visual Novel, Interactive Fiction, Dark, 2D, Comic Book, Comedy, Atmospheric, Short, Story Rich, Psychological, Drama, Female Protagonist, Surreal","['windows', 'mac']"
Woody Chopper,['Fishhead Games'],['Fishhead'],1281690,game,$0.99,10,0,"Aug 16, 2021","['Casual', 'Indie']","Casual, Indie, Great Soundtrack, Atmospheric, Singleplayer, Family Friendly",['windows']
BoxVR - Essentials Pack,['FitXR'],['FitXR'],1281710,dlc,$9.99,0,0,"Apr 23, 2020","['Action', 'Casual', 'Indie', 'Sports']",,['windows']
The Dead of Winter,['Bad Logic Studios'],['Bad Logic Studios'],1281760,game,$0.00,0,0,Coming Soon,['Strategy'],,['windows']
SHEEPO,['Kyle Thompson'],['Kyle Thompson'],1281790,game,$9.99,446,14,"Aug 26, 2020","['Action', 'Adventure', 'Casual', 'Indie']","Metroidvania, Platformer, 2D Platformer, Adventure, Exploration, Indie, Casual, Cute, Open World, 2D, Colorful, Hand-drawn, Singleplayer, Stylized, Action, Atmospheric, Funny, Family Friendly, Surreal",['windows']
Samsara Room,['Rusty Lake'],['Rusty Lake'],1281800,game,$0.00,8909,245,"Apr 29, 2020","['Adventure', 'Free To Play', 'Indie']","Indie, Adventure, Puzzle, Free to Play, Point & Click, Escape Room, Singleplayer, Psychological Horror, Short, Atmospheric, Surreal, Horror, 2D, Mystery, Story Rich, Hand-drawn, Multiplayer, Immersive","['windows', 'mac']"
Reflections of Life: Utopia Collector's Edition,['Grandma Studios'],['Big Fish Games'],1281810,game,$9.99,7,0,"Apr 3, 2020","['Adventure', 'Casual']","Adventure, Casual, Hidden Object, Mystery, Point & Click",['windows']
Project Canopy,['SocksandGoats Studios'],['SocksandGoats Studios'],1281830,game,$0.00,0,0,Coming Soon,"['Action', 'Adventure', 'Indie', 'Early Access']",,"['windows', 'mac']"
Castle in The Clouds DX,"['pixelteishoku', 'Libra Heart']",['Critical Bliss'],1281160,game,$12.99,0,0,"Oct 8, 2021","['Action', 'Adventure', 'RPG']",,['windows']
Pro Strategy Football 2021,['Kerry Batts'],['Pro Strategy Games'],1281170,game,$13.99,96,14,"Sep 7, 2020","['Indie', 'Simulation', 'Sports', 'Strategy']","Simulation, Sports, Strategy, Football (American), e-sports, Moddable, Management, Turn-Based Strategy, Turn-Based Tactics, 2D, Isometric, Pixel Graphics, Family Friendly, Historical, Retro, Artificial Intelligence, Character Customization, Choices Matter, Multiplayer, Singleplayer","['windows', 'mac']"
Jigsaw Puzzles for Kids and Adults - Europe,['Jigsaw Puzzles for Kids and Adults'],['Jigsaw Puzzles for Kids and Adults'],1281180,game,$0.59,3,0,"Apr 20, 2020","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']","Puzzle, Family Friendly, Education, Board Game, Relaxing, Tabletop, RPG, Strategy, 2D, Casual, Simulation, Minimalist, Adventure, Singleplayer, Indie, Point & Click, Hidden Object, Cartoon, Cartoony, Cute",['windows']
The Shadow Government Simulator,['Chupacabra Game Studios'],"['Games Incubator', 'PlayWay S.A.']",1281190,game,$9.99,63,14,"Oct 17, 2022","['Indie', 'Simulation', 'Strategy']","Turn-Based Strategy, Strategy, Simulation, Turn-Based, Singleplayer, Grand Strategy, Political Sim, Sandbox, Tactical, Difficult, Illuminati, Political, Politics, Casual, Economy, Realistic, 2D, Modern, Choices Matter, Conspiracy","['windows', 'mac', 'linux']"
